id_transacao,data,hora,destinatario,valor,categoria,forma_pagamento
344,2025-05-20,06:50:35,Material de Construção Iamato,1368.45,casa,cartão crédito
345,2024-12-29,03:30:54,Show Paffaro,710.24,lazer,pix
346,2025-01-12,09:51:45,Loja de Departamentos Iamato,182.3,outros,boleto
347,2025-04-05,23:09:43,Hospital Akimi,3858.46,saúde,cartão débito
348,2024-12-30,09:27:28,Loja de Calçados Paffaro,392.24,despesas pessoais,cartão débito
349,2025-03-28,11:19:12,Provedor de Internet Akimi,140.21,comunicação,pix
350,2025-08-11,17:57:46,Recarga de Celular Akimi,93.61,comunicação,cartão débito
351,2025-06-05,11:05:17,Açougue Akimi,171.13,alimentação,cartão crédito
352,2025-07-14,15:18:08,Escola Iamato,2422.64,educação,cartão débito
353,2024-12-21,19:53:48,Serviços Gerais Iamato,740.95,outros,pix
354,2025-08-13,02:59:34,Restaurante Akimi,288.01,alimentação,pix
355,2025-09-06,11:39:53,Curso de Idiomas Akimi,404.59,educação,boleto
356,2025-01-19,05:24:23,Material de Construção Iamato,889.84,casa,pix
357,2025-07-02,19:43:04,Loja de Utilidades Paffaro,165.05,casa,pix
358,2025-03-27,02:25:02,Aluguel Iamato,2484.31,casa,boleto
359,2025-02-15,20:59:29,Clínica Odontológica Iamato,1348.21,saúde,cartão crédito
360,2024-12-26,22:12:00,Parque Iamato,84.61,lazer,pix
361,2025-09-02,09:59:57,Papelaria Gonçalves,105.59,educação,boleto
362,2025-06-06,10:37:55,Consultoria Paffaro,1797.94,outros,cartão débito
363,2025-09-12,19:53:03,Aluguel Iamato,3892.58,casa,pix
364,2025-03-09,23:13:27,Laboratório Akimi,103.27,saúde,pix
365,2025-04-30,10:27:18,Aluguel Paffaro,3058.04,casa,cartão débito
366,2025-09-06,00:24:56,Farmácia Akimi,127.56,saúde,boleto
367,2025-06-03,05:31:26,Serviços Postais Gonçalves,24.95,comunicação,cartão débito
368,2025-05-05,03:45:33,Cafeteria Paffaro,25.31,alimentação,cartão crédito
369,2025-04-26,22:54:10,Bar Iamato,234.22,lazer,cartão débito
370,2025-07-23,23:43:07,Loja de Calçados Iamato,159.38,despesas pessoais,boleto
371,2025-01-16,13:26:54,Agência de Viagens Gonçalves,2465.76,lazer,cartão crédito
372,2025-05-20,20:05:44,Livraria Gonçalves,376.6,educação,cartão débito
373,2025-02-19,02:19:11,Loja de Calçados Gonçalves,472.73,despesas pessoais,pix
374,2025-06-24,21:42:54,Supermercado Gonçalves,593.67,alimentação,boleto
375,2025-02-08,03:13:43,Loja de Roupas Iamato,330.93,despesas pessoais,cartão débito
376,2025-01-26,16:26:36,Pet Shop Paffaro,333.5,despesas pessoais,cartão crédito
377,2025-03-25,10:42:46,Loja de Peças Gonçalves,824.54,transporte,pix
378,2025-07-01,08:14:13,Doceria Gonçalves,43.03,alimentação,cartão crédito
379,2025-06-16,23:36:34,Serviços Gerais Akimi,875.18,outros,pix
380,2024-11-18,10:27:25,Curso de Idiomas Gonçalves,255.07,educação,cartão débito
381,2025-07-02,08:59:10,Loja de Departamentos Gonçalves,208.72,outros,cartão crédito
382,2025-02-24,07:15:52,Agência de Viagens Iamato,3615.4,lazer,pix
383,2025-09-11,20:30:11,Eletricista Paffaro,732.63,casa,cartão débito
384,2025-08-10,22:32:23,Show Paffaro,378.09,lazer,boleto
385,2025-05-15,09:11:47,Eletricista Akimi,425.98,casa,cartão crédito
386,2025-05-24,13:39:05,Padaria Gonçalves,13.33,alimentação,cartão crédito
387,2024-12-19,01:27:01,Oficina Mecânica Gonçalves,809.39,transporte,boleto
388,2025-04-12,10:29:39,Material de Construção Paffaro,2588.39,casa,boleto
389,2025-03-31,23:16:05,Restaurante Akimi,248.3,alimentação,cartão crédito
390,2025-01-06,00:30:18,Companhia Telefônica Iamato,146.47,comunicação,pix
391,2025-06-10,05:13:04,Clínica Odontológica Akimi,741.48,saúde,pix
392,2024-12-30,07:39:33,Hospital Iamato,452.43,saúde,boleto
393,2025-09-25,15:06:40,Plano de Saúde Gonçalves,719.88,saúde,cartão débito
394,2025-07-30,12:20:27,Loja de Jogos Akimi,111.99,lazer,cartão crédito
395,2025-07-31,00:45:05,Barbearia Paffaro,62.35,despesas pessoais,boleto
396,2025-05-05,01:19:26,Recarga de Celular Paffaro,25.47,comunicação,cartão crédito
397,2025-07-07,11:06:33,Agência de Viagens Gonçalves,1655.29,lazer,boleto
398,2024-12-25,17:13:44,Oficina Mecânica Gonçalves,2613.69,transporte,cartão crédito
399,2025-03-11,20:04:52,Mercado Paffaro,189.73,alimentação,cartão débito
400,2025-07-21,14:39:28,Supermercado Paffaro,323.43,alimentação,cartão crédito
401,2025-07-04,16:39:35,Padaria Paffaro,37.26,alimentação,cartão crédito
402,2025-10-12,03:06:04,Curso de Idiomas Gonçalves,350.95,educação,cartão débito
403,2025-09-26,21:53:52,Hospital Akimi,2553.53,saúde,boleto
404,2025-05-09,21:15:09,Perfumaria Akimi,204.95,despesas pessoais,boleto
405,2025-02-19,09:13:54,Recarga de Celular Gonçalves,96.25,comunicação,boleto
406,2025-02-13,12:40:26,Posto de Gasolina Paffaro,138.31,transporte,cartão crédito
407,2025-07-22,11:43:01,Açougue Iamato,59.48,alimentação,pix
408,2025-06-14,06:45:41,Escola Akimi,2915.56,educação,cartão débito
409,2025-07-20,03:58:34,Plano de Saúde Gonçalves,864.52,saúde,cartão crédito
410,2025-05-25,01:55:53,Loja de Roupas Iamato,285.62,despesas pessoais,boleto
411,2025-09-30,04:34:41,Bar Paffaro,205.4,lazer,boleto
412,2025-06-20,06:46:56,Farmácia Iamato,11.05,saúde,boleto
413,2025-05-23,17:31:06,Serviços Gerais Paffaro,858.35,outros,boleto
414,2025-09-06,05:55:52,Livraria Gonçalves,224.62,educação,pix
415,2025-01-09,01:58:25,Consultoria Iamato,2478.8,outros,cartão crédito
416,2025-04-27,14:50:56,Papelaria Paffaro,118.46,educação,cartão crédito
417,2025-04-24,08:32:06,Laboratório Iamato,755.0,saúde,pix
418,2025-04-13,08:07:21,Plano de Saúde Iamato,908.3,saúde,boleto
419,2025-04-21,23:57:45,Loja de Departamentos Paffaro,472.92,outros,boleto
420,2025-03-18,21:21:49,Papelaria Paffaro,81.57,educação,pix
421,2025-02-06,22:20:17,Serviços Gerais Akimi,958.36,outros,cartão crédito
422,2025-04-03,19:48:56,Streaming Gonçalves,38.45,lazer,boleto
423,2025-01-08,16:14:43,Padaria Iamato,6.83,alimentação,pix
424,2025-01-06,10:16:44,Faculdade Akimi,1320.91,educação,cartão crédito
425,2025-01-21,12:38:18,Cafeteria Akimi,50.14,alimentação,cartão débito
426,2024-10-21,00:20:15,Recarga de Celular Akimi,55.21,comunicação,cartão crédito
427,2025-06-04,16:02:34,Escola Paffaro,590.18,educação,cartão débito
428,2025-09-29,01:56:12,Material de Construção Paffaro,3449.16,casa,cartão crédito
429,2025-02-09,19:05:02,Cinema Iamato,68.33,lazer,cartão crédito
430,2025-07-14,12:33:57,Curso Online Akimi,144.79,educação,boleto
431,2025-10-08,21:55:46,Curso de Idiomas Akimi,672.99,educação,pix
432,2025-03-15,03:19:12,Hortifruti Gonçalves,61.04,alimentação,cartão crédito
433,2025-10-02,01:59:14,Provedor de Internet Gonçalves,230.08,comunicação,boleto
434,2025-01-21,11:49:37,Faculdade Akimi,892.55,educação,pix
435,2025-04-03,10:13:10,Mercado Iamato,395.24,alimentação,pix
436,2025-01-29,23:44:38,Companhia Telefônica Iamato,138.19,comunicação,cartão crédito
437,2024-11-09,02:11:18,Faculdade Akimi,2163.71,educação,cartão crédito
438,2025-06-28,01:19:13,Empresa de Ônibus Gonçalves,63.52,transporte,cartão crédito
439,2025-01-09,06:15:14,Teatro Iamato,199.81,lazer,boleto
440,2024-12-03,05:12:10,Doação Paffaro,378.2,outros,boleto
441,2025-09-28,06:01:17,Teatro Iamato,68.28,lazer,pix
442,2025-05-30,03:38:32,Clínica Odontológica Gonçalves,1229.28,saúde,cartão débito
443,2025-06-08,07:57:07,Conta de Luz Iamato,348.18,casa,pix
444,2025-03-21,18:33:18,Clínica Odontológica Iamato,1282.22,saúde,boleto
445,2025-03-13,14:23:20,Loja de Móveis Iamato,3084.75,casa,boleto
446,2025-10-16,15:20:13,Oficina Mecânica Akimi,423.89,transporte,pix
447,2025-06-29,22:55:23,Livraria Gonçalves,235.04,educação,pix
448,2025-04-15,06:52:23,Companhia Telefônica Paffaro,72.18,comunicação,cartão débito
449,2025-06-25,00:49:58,Mercado Akimi,223.14,alimentação,cartão crédito
450,2025-05-08,23:26:55,Agência de Viagens Iamato,4074.84,lazer,cartão débito
451,2024-12-10,13:07:12,Supermercado Paffaro,373.29,alimentação,boleto
452,2025-01-26,17:40:12,Oficina Mecânica Paffaro,2581.8,transporte,cartão débito
453,2025-09-17,00:24:06,Pedágio Iamato,43.64,transporte,pix
454,2024-10-23,03:41:42,Teatro Iamato,214.66,lazer,cartão débito
455,2025-05-21,04:09:09,Clínica Odontológica Iamato,739.22,saúde,cartão crédito
456,2024-12-26,04:08:24,Parque Akimi,20.85,lazer,boleto
457,2025-02-03,18:10:49,Loja de Peças Iamato,814.29,transporte,cartão crédito
458,2025-05-17,21:44:04,Consultoria Iamato,2575.04,outros,cartão crédito
459,2025-06-02,03:42:55,Metrô Gonçalves,32.71,transporte,cartão crédito
460,2025-09-25,17:40:38,Consultoria Paffaro,434.84,outros,boleto
461,2025-01-13,22:02:47,Teatro Akimi,183.75,lazer,boleto
462,2025-09-05,19:07:42,Papelaria Gonçalves,141.34,educação,cartão crédito
463,2025-09-22,12:25:53,Aluguel Paffaro,2430.78,casa,cartão débito
464,2025-01-16,14:14:51,Impostos Paffaro,1193.74,outros,boleto
465,2024-12-19,13:14:38,Loja de Móveis Paffaro,2075.09,casa,cartão débito
466,2025-04-21,12:03:17,Metrô Paffaro,17.92,transporte,boleto
467,2025-01-08,13:55:13,Clínica Odontológica Akimi,812.8,saúde,boleto
468,2025-05-30,16:10:27,Parque Akimi,42.06,lazer,cartão débito
469,2025-03-30,11:21:38,Livraria Akimi,191.67,educação,boleto
470,2025-02-09,03:54:23,Curso Online Paffaro,292.47,educação,pix
471,2024-11-21,23:31:39,Loja de Calçados Paffaro,389.02,despesas pessoais,boleto
472,2025-09-01,01:26:32,Companhia Telefônica Gonçalves,232.5,comunicação,pix
473,2024-11-18,08:40:08,Loja de Roupas Iamato,639.09,despesas pessoais,boleto
474,2025-02-27,03:45:52,Oficina Mecânica Paffaro,1399.0,transporte,cartão crédito
475,2025-08-28,23:38:56,Parque Paffaro,22.68,lazer,cartão débito
476,2025-02-27,23:38:14,Farmácia Paffaro,114.99,saúde,cartão débito
477,2025-08-19,10:31:09,Pet Shop Gonçalves,221.28,despesas pessoais,cartão crédito
478,2025-06-09,08:02:18,Academia Gonçalves,154.97,despesas pessoais,cartão crédito
479,2025-07-20,07:10:41,Estacionamento Gonçalves,69.43,transporte,cartão crédito
480,2025-04-29,09:57:31,Empresa de Ônibus Iamato,76.88,transporte,cartão crédito
481,2024-11-08,23:57:17,Loja de Móveis Iamato,1311.08,casa,cartão débito
482,2024-12-25,07:21:03,Papelaria Iamato,68.97,educação,cartão crédito
483,2024-12-28,12:28:09,Perfumaria Gonçalves,96.0,despesas pessoais,pix
484,2025-06-22,22:16:58,Clínica Odontológica Iamato,709.48,saúde,boleto
485,2025-06-25,17:50:12,Clínica Odontológica Paffaro,477.67,saúde,cartão crédito
486,2025-08-08,12:54:21,Consultoria Paffaro,2833.19,outros,boleto
487,2025-04-30,10:48:27,Doceria Akimi,58.49,alimentação,cartão débito
488,2025-10-09,06:42:07,Farmácia Iamato,128.57,saúde,cartão crédito
489,2025-03-17,20:29:12,Pedágio Paffaro,40.46,transporte,cartão crédito
490,2025-08-03,00:59:42,Escola Akimi,2431.48,educação,cartão crédito
491,2025-07-26,19:34:34,Sorveteria Iamato,33.09,alimentação,cartão crédito
492,2025-03-10,07:41:26,Parque Paffaro,26.48,lazer,pix
493,2025-01-12,23:48:12,Recarga de Celular Gonçalves,34.7,comunicação,cartão débito
494,2025-10-12,08:49:02,Padaria Paffaro,33.76,alimentação,cartão débito
495,2025-07-10,22:31:22,Cafeteria Iamato,5.61,alimentação,cartão débito
496,2025-01-21,10:15:35,Açougue Gonçalves,158.31,alimentação,boleto
497,2024-10-27,20:46:19,Serviços Postais Iamato,30.18,comunicação,cartão crédito
498,2025-02-07,03:42:31,Curso Online Gonçalves,860.92,educação,pix
499,2025-10-17,15:20:12,Mercado Gonçalves,73.18,alimentação,boleto
500,2024-12-10,20:02:44,Consultoria Paffaro,242.13,outros,boleto
501,2025-05-04,11:57:57,Loja de Peças Iamato,269.44,transporte,boleto
502,2024-11-12,22:51:04,Faculdade Akimi,3246.1,educação,cartão crédito
503,2025-02-19,12:16:27,Oficina Mecânica Akimi,1446.54,transporte,pix
504,2024-11-18,01:14:33,Recarga de Celular Iamato,28.24,comunicação,cartão débito
505,2025-01-14,08:57:36,Sorveteria Paffaro,6.85,alimentação,cartão crédito
506,2025-02-17,15:53:14,Provedor de Internet Iamato,169.3,comunicação,cartão crédito
507,2025-09-07,19:25:11,Farmácia Paffaro,45.59,saúde,cartão débito
508,2025-04-24,21:12:11,Eletricista Gonçalves,352.39,casa,pix
509,2024-12-22,15:18:13,Hospital Paffaro,365.25,saúde,cartão crédito
510,2025-05-27,20:10:51,Padaria Gonçalves,55.07,alimentação,pix
511,2025-09-05,09:09:42,Aluguel Gonçalves,3850.88,casa,cartão débito
512,2024-12-08,08:45:23,Teatro Gonçalves,224.59,lazer,cartão crédito
513,2025-02-15,04:54:15,Impostos Gonçalves,1348.04,outros,boleto
514,2024-11-05,13:32:47,Recarga de Celular Iamato,77.26,comunicação,cartão débito
515,2024-12-24,17:28:13,Conta de Água Gonçalves,232.28,casa,boleto
516,2025-02-19,20:12:39,Serviços Gerais Gonçalves,382.72,outros,pix
517,2025-07-10,12:38:29,Loja de Decoração Paffaro,468.91,casa,boleto
518,2025-04-30,03:35:14,Livraria Iamato,294.49,despesas pessoais,pix
519,2024-12-31,18:18:32,Sorveteria Paffaro,11.76,alimentação,cartão crédito
520,2025-05-20,01:54:13,Serviços Gerais Iamato,330.47,outros,boleto
521,2025-10-01,05:36:39,Agência de Viagens Gonçalves,4367.31,lazer,cartão crédito
522,2025-04-25,20:18:02,Escola Iamato,2216.2,educação,cartão débito
523,2025-06-15,21:05:56,Recarga de Celular Iamato,99.43,comunicação,cartão débito
524,2025-09-14,08:55:54,Restaurante Paffaro,61.11,alimentação,cartão débito
525,2025-03-05,05:52:27,Pet Shop Gonçalves,132.27,despesas pessoais,cartão débito
526,2025-10-05,23:37:20,Cinema Paffaro,42.91,lazer,pix
527,2025-08-23,10:59:33,Serviços Gerais Iamato,737.9,outros,boleto
528,2025-08-27,01:49:04,Teatro Paffaro,68.03,lazer,cartão débito
529,2025-01-03,08:19:18,Recarga de Celular Akimi,47.52,comunicação,boleto
530,2025-07-12,01:36:17,Eletricista Paffaro,988.22,casa,cartão crédito
531,2025-06-29,06:39:50,Loja de Departamentos Iamato,177.47,outros,cartão crédito
532,2025-09-13,21:27:27,Sorveteria Gonçalves,25.95,alimentação,cartão débito
533,2025-02-24,16:15:13,Serviços Postais Gonçalves,27.84,comunicação,boleto
534,2025-08-15,19:55:25,Escola Akimi,2372.57,educação,cartão crédito
535,2024-11-13,13:26:23,Curso Online Akimi,657.15,educação,pix
536,2025-08-13,04:54:02,Material de Construção Gonçalves,3208.11,casa,cartão débito
537,2025-01-24,01:49:45,Companhia Telefônica Iamato,210.73,comunicação,boleto
538,2024-12-16,00:57:57,Açougue Gonçalves,46.81,alimentação,pix
539,2025-09-15,19:20:47,Show Paffaro,486.03,lazer,boleto
540,2024-10-24,16:41:53,Eletricista Gonçalves,478.43,casa,boleto
541,2025-03-06,18:21:41,Metrô Paffaro,48.59,transporte,boleto
542,2024-11-02,02:36:45,Conta de Água Iamato,201.29,casa,pix
543,2025-09-03,04:20:00,Padaria Iamato,23.19,alimentação,boleto
544,2024-10-31,00:40:42,Faculdade Paffaro,3095.94,educação,pix
545,2025-08-31,04:58:49,Show Iamato,390.66,lazer,cartão débito
546,2025-03-23,15:32:59,Farmácia Paffaro,170.55,saúde,pix
547,2025-08-31,19:43:18,Pedágio Iamato,29.36,transporte,cartão débito
548,2025-10-06,10:09:36,Bar Akimi,233.37,lazer,cartão crédito
549,2025-08-22,10:22:34,Cinema Paffaro,67.76,lazer,pix
550,2024-12-04,06:07:55,Provedor de Internet Paffaro,238.25,comunicação,boleto
551,2025-08-04,18:26:29,Loja de Peças Akimi,737.66,transporte,boleto
552,2025-08-21,15:54:05,Curso de Idiomas Paffaro,222.47,educação,pix
553,2025-07-21,17:01:21,Farmácia Paffaro,167.79,saúde,cartão crédito
554,2025-03-28,14:07:51,Loja de Decoração Paffaro,402.5,casa,cartão crédito
555,2025-08-22,11:49:26,Doação Paffaro,311.8,outros,cartão crédito
556,2025-05-07,23:22:29,Loja de Peças Paffaro,450.12,transporte,boleto
557,2025-01-26,16:15:25,Provedor de Internet Iamato,238.4,comunicação,cartão débito
558,2024-11-08,11:17:40,Livraria Iamato,252.47,educação,cartão débito
559,2025-10-12,19:13:05,Academia Iamato,83.25,despesas pessoais,cartão crédito
560,2025-03-11,21:26:26,Loja de Departamentos Akimi,57.53,outros,cartão débito
561,2024-10-19,02:43:20,Agência de Viagens Paffaro,2731.87,lazer,boleto
562,2025-05-17,14:40:56,Faculdade Iamato,2653.67,educação,boleto
563,2025-04-18,08:03:38,Serviços Gerais Akimi,684.79,outros,boleto
564,2024-10-19,21:01:52,Laboratório Paffaro,262.37,saúde,pix
565,2025-04-21,01:38:18,Sorveteria Iamato,9.48,alimentação,cartão débito
566,2024-10-27,09:03:49,Companhia Telefônica Akimi,78.79,comunicação,pix
567,2025-01-14,10:57:03,Plano de Saúde Gonçalves,1678.03,saúde,cartão débito
568,2025-04-23,19:30:25,Provedor de Internet Iamato,123.22,comunicação,cartão débito
569,2025-06-14,09:12:57,Loja de Móveis Akimi,2971.48,casa,pix
570,2024-11-24,21:49:19,Loja de Utilidades Paffaro,142.42,casa,cartão débito
571,2025-05-22,07:00:48,Plano de Saúde Paffaro,893.85,saúde,cartão crédito
572,2025-08-31,22:58:02,Streaming Gonçalves,59.57,lazer,pix
573,2025-01-05,12:12:06,Agência de Viagens Paffaro,2717.18,lazer,pix
574,2025-04-14,02:47:34,Impostos Iamato,1447.1,outros,boleto
575,2025-08-25,11:21:08,Cafeteria Gonçalves,16.27,alimentação,cartão crédito
576,2025-04-28,20:42:50,Loja de Calçados Akimi,523.79,despesas pessoais,cartão débito
577,2024-11-17,08:23:06,Estacionamento Iamato,85.33,transporte,cartão débito
578,2024-12-08,04:29:37,Companhia Telefônica Akimi,63.98,comunicação,boleto
579,2025-09-09,10:55:55,Papelaria Iamato,135.96,educação,cartão débito
580,2024-11-02,09:10:38,Loja de Jogos Paffaro,424.87,lazer,pix
581,2025-06-02,13:52:34,Streaming Iamato,31.36,lazer,pix
582,2025-06-14,15:41:58,Parque Iamato,66.19,lazer,pix
583,2024-11-15,14:35:37,Agência de Viagens Gonçalves,3708.58,lazer,cartão débito
584,2025-05-02,02:05:08,Loja de Calçados Akimi,111.43,despesas pessoais,cartão crédito
585,2025-03-14,20:39:49,Loja de Calçados Gonçalves,186.88,despesas pessoais,cartão débito
586,2024-11-01,14:45:27,Livraria Paffaro,166.33,educação,cartão crédito
587,2025-01-17,03:51:26,Agência de Viagens Paffaro,1425.2,lazer,cartão débito
588,2025-02-14,23:46:50,Recarga de Celular Iamato,19.66,comunicação,pix
589,2024-12-15,19:35:58,Recarga de Celular Paffaro,58.26,comunicação,cartão débito
590,2025-03-04,02:44:48,Curso de Idiomas Iamato,534.02,educação,boleto
591,2025-07-17,23:44:50,Companhia Telefônica Akimi,234.79,comunicação,pix
592,2024-12-27,16:14:03,Serviços Gerais Akimi,67.65,outros,pix
593,2024-12-23,08:09:03,Pet Shop Paffaro,36.41,despesas pessoais,boleto
594,2024-12-21,21:46:47,Show Akimi,638.82,lazer,boleto
595,2024-12-10,22:19:47,Conta de Luz Paffaro,146.6,casa,pix
596,2024-11-12,06:11:52,Provedor de Internet Paffaro,145.61,comunicação,pix
597,2025-01-01,02:00:13,Show Gonçalves,547.31,lazer,cartão débito
598,2025-08-18,00:06:37,Cinema Gonçalves,99.46,lazer,cartão débito
599,2025-04-22,00:30:39,Loja de Calçados Gonçalves,547.65,despesas pessoais,cartão débito
600,2024-11-16,14:34:57,Curso Online Gonçalves,171.72,educação,cartão débito
601,2025-08-04,03:41:20,Hospital Akimi,528.99,saúde,cartão crédito
602,2025-08-26,12:38:03,Companhia Telefônica Iamato,234.13,comunicação,cartão crédito
603,2024-11-21,00:43:50,Padaria Iamato,16.44,alimentação,boleto
604,2025-06-29,03:09:07,Companhia Telefônica Iamato,238.11,comunicação,boleto
605,2025-03-11,04:46:13,Padaria Paffaro,59.54,alimentação,boleto
606,2025-05-27,18:05:58,Doação Paffaro,344.46,outros,boleto
607,2024-10-24,01:56:33,Bar Gonçalves,103.17,lazer,cartão débito
608,2025-01-21,10:50:29,Loja de Departamentos Paffaro,219.12,outros,cartão crédito
609,2025-08-14,05:19:08,Parque Gonçalves,13.71,lazer,cartão crédito
